order_id,customer_id,book_id,quantity,order_date,TOTAL AMOUNT
825,115,439,5,2024-10-11,362
826,341,101,4,2025-12-29,227
827,199,132,1,2026-01-13,468
828,623,303,2,,205
829,617,369,1,2024-05-05,393
830,164,124,5,2025-07-12,482
831,776,305,1,2024-06-12,209
832,290,95,5,2025-07-12,143
833,776,59,4,2025-04-17,418
834,293,181,2,2024-04-08,278
835,650,267,3,2025-08-02,269
836,680,152,4,2024-12-26,477
837,542,53,4,2025-07-25,79
838,25,231,5,2025-12-01,326
839,664,35,1,2025-06-07,358
840,413,210,2,2025-02-01,389
841,469,444,1,2025-01-19,397
842,37,477,5,2025-03-19,452
843,764,147,1,2024-08-14,268
844,465,277,1,2024-04-21,423
845,385,477,3,2025-04-22,398
846,487,267,4,2025-05-23,408
847,6,183,3,2024-04-13,428
848,,152,2,2025-12-18,297
849,951,353,3,2024-07-18,110
850,948,193,2,32-13-2020,363
851,767,429,1,2025-07-29,138
852,735,101,5,2025-05-20,129
853,210,329,2,2024-10-02,469
854,83,254,3,2024-08-28,466
855,758,166,3,2025-03-13,171
856,526,209,2,2024-04-15,411
857,246,319,5,2025-12-06,446
858,326,443,3,2025-05-27,405
859,707,268,1,2026-01-18,255
860,426,227,4,2024-11-17,313
861,615,250,2,2024-11-25,453
862,342,258,3,2024-06-28,170
863,491,216,4,2025-02-20,365
864,165,499,1,2026-01-07,295
865,773,97,1,2024-09-01,330
866,875,233,3,2025-05-07,421
867,837,-1,3,2024-12-14,237
868,322,178,2,2024-10-26,321
869,574,58,5,2025-07-09,431
870,802,101,2,2025-12-25,305
871,338,135,2,2024-12-30,405
872,573,,5,2024-08-23,121
873,669,201,2,2024-07-24,124
874,2,129,4,2025-01-12,443
875,702,11,4,2025-11-04,148
876,822,288,5,2024-05-13,363
877,46,32,5,2025-02-28,75
878,819,176,5,2024-08-21,157
879,185,183,5,2025-08-08,419
880,706,487,0,2024-12-07,190
881,31,427,5,2025-08-18,302
882,477,159,3,2025-07-01,494
883,4,117,3,2025-08-05,148
884,891,425,5,2024-05-31,162
885,412,1,,2024-05-07,143
886,329,453,2,2024-12-23,188
887,552,4,1,2024-11-06,259
888,407,215,3,2024-05-19,311
889,999999,334,1,2024-07-25,259
890,91,413,3,2025-11-14,356
891,8,189,3,2025-08-28,403
892,409,161,5,2025-07-12,338
893,577,280,1,2026-03-09,117
894,184,139,1,2026-01-18,123
895,449,213,1,2025-08-18,248
896,573,340,3,2024-06-17,114
897,692,393,5,2025-04-03,344
898,116,457,2,2024-10-20,179
899,222,423,3,2024-09-27,269
900,851,263,1,2025-11-18,330
901,844,246,2,2024-07-10,337
902,388,36,2,2024-07-04,344
903,236,432,5,2024-05-08,462
904,345,127,-3,2025-06-25,84
905,737,234,5,2026-03-11,192
906,212,133,1,2024-08-16,80
907,889,395,5,2024-11-28,188
908,365,452,-3,2025-09-05,175
909,641,88,3,2024-07-08,226
910,187,363,4,2025-05-28,196
911,563,288,,2024-12-25,443
912,567,331,1,2025-07-08,330
913,393,5,4,2025-04-25,130
914,473,104,2,2025-12-27,313
915,143,458,3,2025-11-12,126
916,734,487,2,2025-02-03,286
917,953,342,1,2025-02-13,481
918,,259,2,2025-06-28,85
919,436,-1,2,2024-12-03,134
920,952,215,3,2024-12-22,434
921,354,191,,2024-08-30,283
922,382,168,,2025-10-31,401
923,574,401,1,2025-11-19,349
924,330,171,3,2024-05-08,452
925,56,189,2,2025-11-20,311
926,978,249,3,2024-08-19,287
927,46,40,3,2025-06-18,265
928,184,6,4,2025-02-25,119
929,493,52,1,2024-05-30,349
930,223,1,5,2026-01-21,494
931,613,278,4,2025-01-29,393
932,94,298,3,2024-09-21,137
933,289,408,5,2025-02-03,295
934,134,138,1,2024-06-20,323
935,724,37,4,2025-11-10,210
936,710,210,4,2024-12-02,117
937,87,386,2,2026-03-26,404
938,113,41,2,2025-08-19,292
939,643,15,3,2024-12-08,183
940,619,31,1,2025-01-11,242
941,,432,1,2025-05-21,338
942,822,200,4,2024-04-23,338
943,,406,5,2025-04-30,447
944,299,490,3,2025-01-08,470
945,403,487,2,2024-09-19,90
946,14,240,5,2025-03-25,264
947,619,389,2,2025-04-19,216
948,881,419,2,2024-12-11,463
949,100,72,1,2024-10-03,427
950,33,104,4,2024-12-05,226
951,453,476,1,2024-07-14,159
952,930,279,1,2026-02-17,323
953,812,318,1,2024-12-31,418
954,443,183,4,2025-01-22,498
955,53,256,2,2024-07-30,325
956,891,74,2,2025-04-17,150
957,482,10,1,2024-04-12,413
958,321,60,4,2024-08-10,153
959,172,303,3,2024-06-15,99
960,376,379,2,2024-11-05,93
961,812,338,3,2024-06-23,427
962,329,479,1,2025-06-29,222
963,938,456,4,2025-07-19,366
964,297,26,5,2024-09-25,340
965,525,305,2,2024-04-07,481
966,746,323,3,2025-09-04,203
967,434,451,5,2026-03-18,450
968,249,189,4,2024-10-10,80
969,279,206,5,2025-11-24,302
970,274,157,1,2024-09-07,141
971,266,335,2,2024-11-09,428
972,834,47,5,2024-05-07,255
973,724,177,5,,263
974,615,190,1,2024-08-28,442
975,,73,4,2026-01-24,104
976,678,377,1,2025-08-15,358
977,370,484,3,2024-07-01,137
978,449,3,5,2024-11-06,347
979,815,373,2,1996-06-01,427
980,407,185,3,2025-07-01,196
981,922,140,2,2025-05-24,292
982,173,10,3,2024-10-03,332
983,229,176,1,2024-04-26,387
984,644,41,5,2024-04-06,83
985,552,70,2,2026-01-05,479
986,629,115,4,2024-12-04,168
987,136,366,3,2024-04-07,415
988,618,391,2,2025-05-25,75
989,828,200,5,2026-01-19,420
990,583,69,4,2024-10-01,282
991,820,94,,2025-07-13,297
992,730,82,3,2024-11-22,200
993,744,348,3,2024-08-03,500
994,589,413,5,2025-01-18,238
995,487,309,1,2025-03-15,452
996,901,126,4,2026-01-10,244
997,947,272,4,,252
998,386,465,5,2025-08-13,427
999,784,475,2,2025-08-10,100
1000,286,116,-3,2025-08-20,343
1001,236,255,0,2025-05-19,258
1002,334,16,4,2025-10-04,205
1003,404,395,2,2025-10-29,360
1004,172,354,1,2026-01-01,492
1005,325,437,3,2025-10-10,370
1006,681,2,4,2024-05-04,427
1007,203,291,4,2024-05-23,341
1008,413,132,1,2024-04-23,297
1009,915,204,3,2025-05-20,118
1010,51,473,5,2024-08-16,265
1011,664,13,1,2024-04-13,154
1012,535,399,2,2024-08-20,390
1013,325,100,2,2024-12-13,319
1014,305,74,3,2025-12-27,362
1015,691,36,4,2025-03-19,227
1016,430,400,3,2025-01-03,191
1017,898,360,1,2025-03-06,373
1018,227,463,3,2026-02-09,207
1019,940,291,5,2024-04-06,182
1020,807,213,4,2024-10-16,418
1021,294,327,1,2024-08-05,89
1022,635,268,3,2025-12-28,431
1023,298,80,3,2025-04-28,83
1024,452,393,1,2025-02-25,489
1025,530,446,5,2024-08-31,458
1026,130,136,4,2025-12-29,85
1027,662,224,5,2025-05-16,495
1028,391,128,4,2024-06-02,287
1029,234,347,4,2025-11-22,273
1030,315,203,4,2026-02-14,135
1031,734,26,1,2024-09-05,332
1032,353,105,3,2025-01-01,168
1033,235,286,2,2024-04-27,284
1034,362,49,5,2025-01-09,225
1035,363,138,1,2024-12-11,400
1036,417,136,5,2025-07-31,198
1037,336,63,1,2024-09-28,347
1038,103,129,2,2025-01-22,145
1039,625,61,2,2025-12-10,178
1040,359,500,4,2024-06-27,495
1041,35,209,4,2024-08-07,486
1042,338,420,2,2024-07-27,235
1043,574,381,4,2025-06-13,113
1044,367,281,1,2024-05-12,169
1045,59,106,1,2024-04-25,348
1046,247,235,5,2026-03-02,435
1047,50,286,2,2024-07-07,382
1048,223,178,2,2025-07-14,362
1049,884,184,1,2026-02-12,209
1050,253,372,2,2024-05-05,430
1051,253,147,2,2026-03-19,120
1052,629,475,4,2024-12-15,478
1053,922,66,2,2024-06-17,421
1054,764,-1,2,2026-01-23,161
1055,475,360,1,2025-07-15,131
1056,296,350,4,2024-08-16,353
1057,337,239,4,2025-04-18,284
1058,7,197,5,2026-02-16,388
1059,72,14,2,2025-12-07,340
1060,673,171,4,,195
1061,999999,476,1,2025-09-29,335
1062,448,5,5,2025-11-10,84
1063,922,57,5,2026-02-18,120
1064,47,221,-3,2026-02-21,433
1065,743,306,5,2025-11-13,377
1066,555,-1,1,2024-10-20,418
1067,37,165,2,2024-07-05,107
1068,512,447,3,2025-01-08,433
1069,623,347,5,2025-03-19,377
1070,747,496,2,2025-09-02,328
1071,352,31,1,2024-12-30,89
1072,14,263,3,2024-11-26,75
1073,288,404,2,2026-01-08,415
1074,792,250,4,2024-05-05,436
1075,445,98,4,2025-03-04,380
1076,317,130,1,2025-09-29,193
1077,230,174,3,2026-01-20,352
1078,542,150,5,2025-04-07,251
1079,495,168,1,2024-10-31,238
1080,935,156,5,2025-02-21,381
1081,848,355,2,2026-01-19,183
1082,563,158,4,2025-01-26,287
1083,450,157,5,32-13-2020,161
1084,322,166,5,2025-03-07,184
1085,612,78,2,2026-02-15,170
1086,642,196,2,2024-04-01,232
1087,464,331,4,2025-09-10,439
1088,910,68,4,2025-06-10,164
1089,458,457,1,2024-04-02,106
1090,580,135,5,2025-07-18,494
1091,318,497,3,2024-08-30,438
1092,416,144,1,2025-04-01,111
1093,651,392,2,2024-03-31,214
1094,270,137,5,2025-11-30,298
1095,735,362,1,2024-06-01,81
1096,800,98,3,2025-01-27,428
1097,440,380,4,32-13-2020,297
1098,145,283,5,2025-02-24,437
1099,520,233,5,2025-02-04,228
1100,809,373,5,2026-01-10,169
1101,54,398,3,2026-01-08,95
1102,773,156,4,2025-06-29,130
1103,140,198,1,2025-04-26,102
1104,627,224,3,2024-09-05,261
1105,187,204,0,2024-05-16,202
1106,248,8,2,2024-11-01,252
1107,450,224,3,2025-04-10,351
1108,406,2,4,2024-06-10,76
1109,244,352,3,2024-09-21,199
1110,247,420,2,2025-07-24,94
1111,783,352,3,2024-09-17,389
1112,655,465,5,2026-02-21,120
1113,746,299,1,2025-07-09,119
1114,9,185,1,2025-07-22,358
1115,979,279,2,2025-03-22,217
1116,753,15,1,2026-02-06,411
1117,173,324,3,2024-10-13,433
1118,228,495,1,2024-06-24,122
1119,233,481,2,2024-07-13,493
1120,475,131,2,2026-01-29,321
1121,783,18,5,2025-01-16,164
1122,536,236,1,2025-01-21,348
1123,13,81,3,2025-08-10,114
1124,551,92,1,2025-10-12,232
1125,552,302,4,2025-02-05,101
1126,16,73,1,2024-11-11,420
1127,244,406,4,2025-12-13,73
1128,15,404,0,2025-08-06,230
1129,543,358,1,2024-11-19,143
1130,283,210,3,2024-04-08,350
1131,236,80,4,2024-12-10,320
1132,821,50,5,2024-06-06,316
1133,273,294,4,2024-12-28,305
1134,284,498,1,2026-02-03,328
1135,530,371,1,2024-07-24,407
1136,724,73,4,2024-09-16,312
1137,841,49,2,2025-04-01,261
1138,650,464,4,2025-04-14,252
1139,400,59,3,2025-04-16,166
1140,491,160,2,2024-04-23,396
1141,86,54,-3,2025-07-17,284
1142,489,327,3,2025-03-11,405
1143,924,397,3,2024-05-11,172
1144,786,441,3,2024-10-07,217
1145,98,152,4,2025-08-30,89
1146,593,445,1,2025-03-07,384
1147,135,156,5,2025-08-07,339
1148,952,-1,4,2025-04-15,180
1149,678,191,1,2025-10-24,230
1150,153,328,1,2026-02-21,106
1151,652,168,3,2024-07-07,388
1152,468,390,1,2026-01-01,500
1153,137,484,2,2024-10-18,360
1154,908,366,2,,447
1155,370,94,3,2024-07-23,116
1156,178,457,3,2025-02-11,135
1157,22,412,1,2025-03-28,348
1158,739,494,3,2024-10-31,173
1159,565,422,5,2025-12-30,239
1160,216,179,2,2025-11-26,345
1161,565,294,2,2024-08-02,305
1162,317,45,4,2026-01-05,355
1163,511,33,1,2024-06-15,132
1164,907,151,5,2025-05-18,93
1165,325,248,5,2024-09-19,372
1166,661,199,3,2025-06-29,163
1167,658,340,4,2025-07-26,328
1168,223,365,4,2026-03-24,436
1169,650,486,5,2026-01-20,290
1170,766,412,3,2026-02-28,321
1171,635,474,4,2024-04-26,264
1172,809,256,1,2025-09-15,109
1173,621,494,3,2025-08-20,143
1174,408,431,3,2024-08-07,276
1175,419,,5,2025-04-06,216
1176,242,279,1,2024-12-17,357
1177,379,195,5,2024-05-25,346
1178,734,30,5,2024-06-30,362
1179,325,89,5,2025-04-13,141
1180,229,,3,2025-11-12,387
1181,124,73,5,2026-03-03,96
1182,103,379,3,2024-12-07,278
1183,952,416,1,2024-08-27,427
1184,383,357,4,2024-05-11,249
1185,197,232,2,2024-12-21,484
1186,775,168,2,2025-03-01,270
1187,290,134,3,2025-12-25,192
1188,593,467,1,2024-05-26,211
1189,867,446,5,2024-08-20,215
1190,483,411,5,2024-07-12,338
1191,165,56,4,2025-07-23,136
1192,744,206,1,2024-12-07,169
1193,47,124,2,2025-01-10,495
1194,235,110,1,2024-04-22,329
1195,282,224,5,2026-01-20,488
1196,707,170,2,2025-12-10,179
1197,115,209,5,2024-09-25,414
1198,439,169,1,2024-05-28,90
1199,352,237,5,2024-08-04,431
1200,451,289,3,2024-10-11,480
1201,328,442,4,2025-08-20,258
1202,232,339,5,2025-03-11,323
1203,806,362,2,2024-06-08,162
1204,411,378,5,2025-11-19,109
1205,530,227,5,2025-06-27,227
1206,549,8,2,2024-09-23,371
1207,281,235,2,2024-07-07,231
1208,335,33,3,2025-11-23,461
1209,908,162,1,2025-07-12,318
1210,642,29,2,2025-11-06,117
1211,136,108,2,2025-10-15,412
1212,738,172,5,2025-04-13,283
1213,203,18,4,2024-08-11,495
1214,808,255,5,2025-08-19,480
1215,733,251,1,2025-05-05,161
1216,130,,0,2025-01-06,354
1217,965,216,3,2024-11-28,262
1218,715,37,1,2024-05-27,472
1219,381,273,5,2025-08-23,329
1220,635,492,2,2025-02-06,165
1221,456,344,3,2025-02-23,320
1222,529,267,4,2024-11-15,252
1223,812,290,1,2026-01-29,234
1224,779,209,1,2026-03-21,212
1225,882,82,1,2025-02-10,230
1226,969,270,4,2025-12-24,93
1227,368,296,5,2024-11-08,200
1228,162,121,5,2024-12-09,439
1229,466,111,5,2025-05-23,438
1230,320,77,5,2025-10-11,120
1231,811,143,4,2024-08-08,486
1232,209,181,4,2025-02-18,131
1233,215,356,4,2025-06-08,396
1234,248,222,4,2025-04-27,278
1235,508,104,5,2025-06-21,260
1236,790,299,2,2024-06-14,125
1237,,3,3,,99
1238,,83,5,2024-04-01,426
1239,336,381,1,2025-02-20,410
1240,847,310,1,2025-08-16,152
1241,425,184,2,2025-07-13,297
1242,212,469,4,2024-12-03,338
1243,928,497,1,2025-03-05,411
1244,999,411,2,2026-02-02,427
1245,307,297,1,,307
1246,164,90,5,2025-07-08,470
1247,934,121,2,2025-06-15,233
1248,431,349,5,2025-09-05,163
1249,707,344,1,2025-10-10,212
1250,744,191,3,2025-03-16,105
1251,926,120,1,2024-08-04,184
1252,541,86,4,2025-08-15,283
1253,224,241,3,2024-05-20,186
1254,561,223,3,2024-07-09,340
1255,183,105,2,2025-03-22,499
1256,859,330,5,2026-01-09,95
1257,960,184,4,2024-07-05,345
1258,949,125,3,2025-08-16,300
1259,111,360,3,2024-10-18,381
1260,604,95,5,2025-02-18,373
1261,164,103,5,2025-05-27,221
1262,869,127,1,2025-11-06,493
1263,52,264,2,2025-04-30,204
1264,256,107,3,2025-12-14,252
1265,447,214,1,2024-07-26,313
1266,625,101,2,2024-06-14,236
1267,621,119,2,2024-10-30,358
1268,956,301,1,2025-08-28,182
1269,231,327,5,2025-10-01,499
1270,844,197,3,2026-03-19,96
1271,594,452,3,2025-06-30,432
1272,735,382,2,2024-05-17,423
1273,704,95,3,2025-04-30,119
1274,117,433,1,2024-10-15,367
1275,574,497,4,2024-11-12,327
1276,173,30,1,2024-04-18,308
1277,929,457,3,2024-08-12,401
1278,779,346,1,2024-09-17,113
1279,522,412,5,2024-08-22,474
1280,818,492,1,2025-08-10,401
1281,342,259,4,2024-12-18,373
1282,423,226,5,2025-11-30,394
1283,391,45,3,2026-01-23,345
1284,857,477,3,2025-07-10,413
1285,392,-1,1,2024-06-13,360
1286,615,44,2,2024-09-20,498
1287,791,238,2,2026-02-17,283
1288,673,476,2,2026-01-07,399
1289,898,280,5,2026-02-19,456
1290,150,244,3,2024-08-05,288
1291,857,409,2,2025-09-18,108
1292,9,432,5,2024-08-23,174
1293,703,335,5,2025-06-02,375
1294,259,181,2,2024-04-02,200
1295,536,13,5,2026-02-10,281
1296,959,250,1,2026-02-13,430
1297,987,475,2,2025-08-24,441
1298,86,479,2,2024-07-22,375
1299,57,402,3,2025-06-22,249
1300,377,70,3,2025-01-24,462
1301,841,142,4,2025-04-24,391
1302,99,120,1,2025-11-20,72
1303,453,40,0,2025-08-26,157
1304,181,157,1,2025-07-06,131
1305,69,367,5,2026-03-09,484
1306,135,492,1,2024-05-17,204
1307,856,379,2,20/12/1971,386
1308,775,174,2,2026-02-07,493
1309,215,471,2,2024-04-30,294
1310,630,56,5,2024-08-17,308
1311,223,-1,4,2024-09-12,306
1312,916,443,5,2025-12-16,445
1313,450,226,3,2025-03-04,385
1314,45,379,4,2025-06-06,280
1315,339,360,2,2025-01-14,91
1316,162,326,5,2026-01-18,465
1317,344,164,2,2025-12-08,238
1318,463,477,5,2024-11-24,373
1319,746,188,5,2026-01-09,453
1320,436,400,5,2024-09-16,332
1321,752,247,2,2025-12-21,280
1322,294,145,3,2025-08-30,312
1323,169,421,1,2024-05-17,294
1324,7,411,,2025-09-29,259
1325,394,270,4,2025-06-28,219
1326,569,331,3,2024-06-23,318
1327,68,37,1,2024-10-09,238
1328,215,214,5,2026-01-02,252
1329,187,441,-3,2025-10-28,89
1330,830,478,4,2025-06-13,170
1331,893,312,5,2025-10-06,337
1332,450,65,5,2025-08-13,341
1333,604,408,1,,271
1334,59,162,2,2024-09-26,467
1335,854,322,5,2024-10-29,443
1336,203,407,2,2024-04-29,132
1337,480,132,5,2024-04-06,443
1338,169,355,3,2025-09-17,261
1339,256,370,4,2025-08-08,113
1340,374,14,4,2024-07-20,375
1341,383,,0,2026-01-23,453
1342,414,129,-3,2025-10-08,374
1343,492,145,4,2024-10-28,111
1344,933,148,2,2025-04-15,413
1345,206,328,5,2024-11-18,158
1346,699,93,4,2025-08-13,243
1347,449,328,2,2026-03-01,381
1348,287,99,2,2026-01-21,450
1349,470,252,1,2025-12-01,308
1350,472,338,3,2025-01-27,105
1351,305,28,1,2025-05-28,400
1352,248,139,1,2025-05-28,478
1353,871,409,3,2025-07-07,321
1354,186,395,3,2024-10-25,289
1355,597,208,1,2024-04-16,135
1356,533,491,1,2025-07-26,280
1357,449,136,2,2024-04-13,207
1358,545,213,5,2025-09-06,312
1359,874,366,2,2025-08-21,229
1360,454,347,1,2026-02-16,377
1361,557,429,2,2025-03-29,186
1362,882,470,2,2024-04-25,352
1363,977,221,2,2025-10-14,233
1364,787,273,2,2024-11-30,390
1365,29,469,2,2025-05-15,257
1366,339,241,1,2024-05-29,450
1367,764,499,4,2024-04-02,221
1368,606,349,5,2025-09-01,186
1369,862,203,5,2026-01-08,312
1370,853,481,4,2025-03-16,341
1371,508,131,3,2024-05-05,131
1372,634,358,1,2024-08-01,368
1373,689,491,3,2024-11-07,244
1374,997,444,2,2025-10-07,114
1375,560,321,1,2024-11-25,311
1376,71,318,5,2025-01-29,424
1377,756,341,4,2026-01-31,286
1378,309,228,1,2025-06-21,300
1379,779,13,3,2025-09-04,106
1380,853,492,3,2024-09-12,290
1381,513,198,5,2025-11-18,144
1382,687,227,1,2025-12-22,444
1383,718,479,5,2025-04-18,343
1384,580,302,4,2025-05-07,489
1385,360,96,3,2024-08-21,141
1386,877,76,2,2025-05-26,328
1387,119,159,5,2024-04-12,270
1388,339,440,2,2025-05-15,165
1389,637,,4,2026-03-08,371
1390,145,126,5,2024-07-05,149
1391,109,130,3,2025-03-30,378
1392,11,121,1,18/06/1991,400
1393,966,138,3,2025-09-10,282
1394,322,356,1,2025-05-01,208
1395,757,268,1,2025-01-21,227
1396,205,427,1,2025-08-28,359
1397,627,176,4,2024-10-10,340
1398,863,145,5,2026-02-20,360
1399,707,333,1,2025-06-16,87
1400,343,235,1,2024-11-08,418
1401,441,248,4,2026-02-19,274
1402,805,253,3,2025-08-10,428
1403,839,86,4,2025-03-17,451
1404,102,336,4,2024-05-13,492
1405,406,25,3,2025-03-23,369
1406,763,471,5,2024-06-11,304
1407,685,25,5,2025-03-18,182
1408,331,149,5,2025-11-11,224
1409,198,341,1,2024-09-25,266
1410,726,106,3,2024-07-17,224
1411,56,294,5,2025-08-30,127
1412,133,416,5,2024-12-28,90
1413,173,72,1,2024-06-20,389
1414,999999,6,5,2025-12-18,133
1415,891,433,4,2025-03-19,213
1416,268,144,3,2026-01-13,273
1417,346,414,1,2025-01-26,273
1418,56,186,4,2025-02-16,328
1419,706,104,3,2026-03-02,175
1420,137,344,1,2025-10-20,451
1421,99,309,3,2024-04-05,261
1422,506,366,3,2024-12-01,195
1423,372,226,5,2025-08-02,219
1424,517,74,3,2025-08-08,207
1425,15,241,3,2025-12-06,157
1426,975,294,1,2025-07-15,353
1427,1000,30,1,2025-09-08,161
1428,730,300,4,2026-02-11,167
1429,22,81,3,2025-03-08,170
1430,784,456,2,2025-03-11,470
1431,367,451,4,2026-01-12,76
1432,315,57,1,2025-01-12,166
1433,709,223,5,2024-09-30,361
1434,66,487,2,2024-11-30,430
1435,512,202,2,2025-08-05,317
1436,406,262,-3,2025-03-29,277
1437,314,271,1,2025-05-13,296
1438,967,125,1,2025-10-28,450
1439,853,269,2,2024-11-01,228
1440,850,302,4,2024-06-07,311
1441,723,338,3,2024-06-01,263
1442,371,33,1,2026-03-20,177
1443,889,315,2,2024-06-06,455
1444,583,-1,2,2024-11-10,292
1445,489,40,3,2024-11-05,239
1446,504,190,2,2024-04-09,201
1447,154,443,4,2025-02-07,91
1448,944,138,4,2025-11-23,224
1449,935,352,4,2025-06-26,205
1450,453,381,1,2025-11-28,412
1451,634,443,2,2025-03-29,426
1452,607,476,5,2025-10-14,75
1453,,240,4,2024-09-16,483
1454,629,9,3,2024-06-13,431
1455,174,300,2,2026-02-08,495
1456,384,141,4,2025-08-11,187
1457,829,384,5,2024-12-27,306
1458,938,432,1,2025-04-07,286
1459,236,,3,2026-03-26,300
1460,100,290,5,2025-02-02,168
1461,242,188,3,2025-05-17,354
1462,837,218,2,2025-02-05,100
1463,654,-1,5,2025-05-27,435
1464,999999,167,5,2024-08-05,83
1465,204,62,1,2024-11-05,244
1466,488,83,4,2025-03-30,467
1467,850,140,5,2025-08-12,186
1468,297,143,3,2026-03-06,190
1469,975,292,2,2025-07-20,419
1470,21,189,5,2025-10-25,98
1471,58,82,1,2025-04-26,121
1472,510,165,-3,2025-05-08,388
1473,364,357,4,2025-09-10,371
1474,633,450,3,2025-09-19,337
1475,16,79,3,2024-07-28,366
1476,632,197,3,2026-03-03,365
1477,865,317,2,2025-02-24,477
1478,587,387,5,2025-02-06,258
1479,934,256,5,2025-01-19,355
1480,653,56,4,2025-08-10,79
1481,632,144,4,2025-10-17,325
1482,692,470,3,2025-07-06,430
1483,99,391,3,2025-06-26,104
1484,10,469,1,2025-12-04,292
1485,999999,61,2,2025-04-03,304
1486,540,237,4,2025-05-28,408
1487,,497,5,2025-10-16,231
1488,181,316,3,2024-11-15,275
1489,714,175,1,2024-10-20,283
1490,904,321,4,2024-04-21,440
1491,254,278,4,2025-02-17,278
1492,348,284,4,2026-03-04,72
1493,495,85,2,2025-07-14,109
1494,612,209,3,2025-08-30,460
1495,670,88,2,2025-10-03,447
1496,504,472,5,2024-06-16,489
1497,787,121,2,2024-12-08,199
1498,560,98,5,2024-10-27,193
1499,507,389,4,2024-04-27,99
1500,756,126,3,2025-11-16,99
1501,422,252,2,2024-10-04,315
1502,194,419,5,2025-08-21,212
1503,530,13,4,2026-02-18,281
1504,889,161,5,2025-01-15,327
1505,525,178,2,2024-12-29,447
1506,912,478,1,2025-03-01,227
1507,689,487,1,2026-03-07,321
1508,275,242,1,2024-07-13,223
1509,,158,3,2024-04-24,491
1510,860,132,5,2025-12-11,129
1511,605,85,1,2024-05-15,464
1512,692,150,4,2024-06-27,329
1513,75,314,1,2026-03-25,220
1514,647,189,4,2025-08-05,421
1515,397,20,5,2025-02-14,85
1516,479,391,4,2025-03-03,123
1517,156,461,2,2024-11-24,337
1518,169,416,3,2025-03-17,89
1519,82,262,3,2025-02-24,468
1520,25,448,1,2025-10-05,381
1521,815,143,2,2025-03-14,439
1522,313,251,3,2024-04-29,334
1523,136,322,3,2024-12-02,498
1524,67,82,2,2024-10-11,358
1525,110,144,2,2025-02-23,392
1526,489,405,2,2024-08-01,313
1527,748,11,2,2024-10-08,85
1528,149,264,1,2026-01-18,201
1529,918,2,1,2024-11-13,217
1530,873,282,3,2025-05-31,106
1531,977,103,4,2025-02-22,189
1532,993,418,1,2025-03-12,276
1533,960,433,3,2024-09-21,430
1534,132,238,4,2024-07-13,411
1535,728,65,5,2025-03-07,360
1536,722,455,2,2024-07-28,114
1537,424,210,1,2024-11-16,218
1538,999999,280,3,2025-12-31,255
1539,419,255,2,2024-07-16,305
1540,876,476,4,2026-03-24,450
1541,988,285,4,2025-07-01,419
1542,411,483,4,2025-08-01,165
1543,378,172,1,2025-04-05,411
1544,981,276,5,2025-07-06,167
1545,522,422,,2026-03-24,89
1546,947,486,1,2024-11-06,370
1547,412,497,4,2024-07-26,499
1548,245,145,3,2024-11-13,474
1549,158,441,1,2025-08-30,220
1550,132,223,4,2024-05-12,127
1551,629,196,1,2024-11-10,346
1552,385,288,3,2025-06-28,401
1553,855,69,5,2024-11-21,101
1554,240,261,4,2024-04-29,295
1555,874,21,4,2026-03-11,260
1556,380,222,3,2025-08-31,73
1557,859,1,1,2026-02-14,334
1558,434,439,4,2024-09-10,381
1559,292,84,1,,145
1560,538,229,5,2025-07-04,173
1561,943,39,4,2025-12-31,122
1562,120,207,1,2026-01-27,326
1563,497,104,3,2024-08-19,232
1564,603,300,1,2025-11-22,287
1565,480,386,4,2025-11-03,330
1566,666,162,1,2025-04-06,188
1567,698,11,1,2025-06-06,236
1568,472,197,1,2025-09-21,254
1569,94,441,4,2025-02-28,123
1570,709,99,5,2025-06-11,346
1571,458,5,3,,119
1572,539,236,1,2024-10-18,237
1573,244,113,1,2025-12-31,83
1574,62,96,2,2024-10-25,499
1575,921,467,4,2025-08-20,346
1576,583,417,1,2025-05-24,292
1577,128,90,2,2025-04-07,352
1578,877,9,5,2024-08-02,498
1579,682,310,2,2026-02-05,192
1580,50,224,5,2024-06-07,329
1581,444,299,5,2024-10-27,195
1582,488,282,1,2024-11-26,438
1583,973,352,1,2025-10-26,143
1584,355,7,2,2024-05-11,207
1585,982,51,3,2024-11-01,72
1586,130,166,4,2024-11-29,398
1587,50,22,5,2024-09-02,364
1588,77,381,3,2024-03-28,394
1589,312,110,2,2025-07-11,322
1590,818,55,1,2026-01-04,352
1591,175,241,3,2024-12-26,290
1592,223,286,3,2025-11-13,215
1593,537,500,4,2025-08-10,151
1594,669,369,3,2024-10-27,421
1595,702,152,3,2025-02-02,188
1596,677,306,1,2025-12-16,333
1597,908,384,4,2024-12-21,339
1598,503,352,5,2024-11-22,233
1599,364,260,4,2025-02-10,448
1600,506,341,4,2025-04-04,483
1601,185,198,3,2026-03-26,380
1602,292,17,5,2026-03-03,95
1603,982,339,2,2025-02-10,162
1604,81,415,2,2025-03-23,84
1605,76,479,2,2025-05-18,353
1606,659,387,5,2025-09-10,353
1607,929,411,3,2025-08-30,301
1608,255,38,1,2026-01-22,253
1609,691,396,4,2024-04-03,281
1610,111,186,2,2024-06-09,135
1611,589,92,1,2026-03-10,271
1612,902,464,3,2025-10-30,265
